"Player Name","Week","RUATT","RUYD","RUTD","RECPT","REYD","RETD","FPTS"
"Jd Mckissic","5","2","1","0","1","8","0","0"
"Jd Mckissic","4","7","15","0","5","44","1","0"
"Jd Mckissic","3","3","23","0","2","15","0","0"
"Jd Mckissic","2","4","10","1","5","83","0","0"
"Jd Mckissic","1","1","8","0","0","0","0","0"
"Dalvin Cook","16","14","79","0","1","3","0","0"
"Dalvin Cook","15","9","13","0","3","0","0","0"
"Dalvin Cook","14","28","89","0","2","2","0","0"
"Dalvin Cook","13","27","205","2","1","17","0","0"
"Dalvin Cook","12","0","0","0","0","0","0","0"
"Dalvin Cook","11","10","39","0","6","64","0","0"
"Dalvin Cook","10","22","86","1","3","29","0","0"
"Dalvin Cook","9","24","94","1","3","24","0","0"
"Dalvin Cook","8","17","110","0","3","12","0","0"
"Dalvin Cook","7","18","78","0","0","0","0","0"
"Dalvin Cook","6","29","140","1","2","3","0","0"
"Dalvin Cook","5","0","0","0","0","0","0","0"
"Dalvin Cook","4","9","34","0","2","10","0","0"
"Dalvin Cook","3","0","0","0","0","0","0","0"
"Dalvin Cook","2","22","131","0","2","17","0","0"
"Dalvin Cook","1","20","61","1","6","43","0","0"
"Mark Ingram","10","0","0","0","0","0","0","0"
"Mark Ingram","9","0","0","0","0","0","0","0"
"Mark Ingram","8","4","17","0","0","0","0","0"
"Mark Ingram","7","9","10","0","2","8","0","0"
"Mark Ingram","6","10","28","0","1","2","0","0"
"Mark Ingram","5","0","0","0","0","0","0","0"
"Mark Ingram","4","16","88","0","6","25","0","0"
"Mark Ingram","3","14","47","1","4","61","0","0"
"Mark Ingram","2","9","43","0","5","21","0","0"
"Mark Ingram","1","6","27","0","2","25","0","0"
"Kenneth Gainwell","17","12","78","1","4","9","0","0"
"Kenneth Gainwell","16","1","4","0","0","0","0","0"
"Kenneth Gainwell","15","0","0","0","1","6","0","0"
"Kenneth Gainwell","14","0","0","0","0","0","0","0"
"Kenneth Gainwell","13","12","54","1","5","33","0","0"
"Kenneth Gainwell","12","0","0","0","3","32","0","0"
"Kenneth Gainwell","11","0","0","0","0","0","0","0"
"Kenneth Gainwell","10","2","5","0","1","9","0","0"
"Kenneth Gainwell","9","2","3","1","0","0","0","0"
"Kenneth Gainwell","8","13","27","0","0","0","0","0"
"Kenneth Gainwell","7","5","20","0","4","41","1","0"
"Kenneth Gainwell","6","0","0","0","1","1","0","0"
"Kenneth Gainwell","5","2","16","0","1","8","0","0"
"Kenneth Gainwell","4","3","31","1","6","58","0","0"
"Kenneth Gainwell","3","1","2","0","3","32","0","0"
"Kenneth Gainwell","2","6","14","0","2","18","0","0"
"Kenneth Gainwell","1","9","37","1","2","6","0","0"
"Rhamondre Stevenson","16","4","34","0","1","2","0","0"
"Rhamondre Stevenson","15","19","107","2","0","0","0","0"
"Rhamondre Stevenson","14","10","36","0","1","4","0","0"
"Rhamondre Stevenson","13","24","78","0","0","0","0","0"
"Rhamondre Stevenson","12","9","46","0","0","0","0","0"
"Rhamondre Stevenson","11","12","69","0","1","6","0","0"
"Rhamondre Stevenson","10","20","100","2","4","14","0","0"
"Rhamondre Stevenson","9","10","62","0","2","44","0","0"
"Rhamondre Stevenson","8","8","26","0","1","5","0","0"
"Rhamondre Stevenson","7","0","0","0","0","0","0","0"
"Rhamondre Stevenson","6","5","23","1","3","39","0","0"
"Rhamondre Stevenson","5","11","23","0","0","0","0","0"
"Rhamondre Stevenson","4","0","0","0","0","0","0","0"
"Rhamondre Stevenson","3","0","0","0","0","0","0","0"
"Rhamondre Stevenson","2","0","0","0","0","0","0","0"
"Rhamondre Stevenson","1","1","2","0","1","9","0","0"
"Antonio Gibson","16","21","146","1","1","5","0","0"
"Antonio Gibson","15","6","29","0","2","29","1","0"
"Antonio Gibson","14","15","26","1","6","39","0","0"
"Antonio Gibson","13","10","36","0","2","5","0","0"
"Antonio Gibson","12","23","88","0","5","23","1","0"
"Antonio Gibson","11","29","111","0","7","35","0","0"
"Antonio Gibson","10","19","95","0","0","0","0","0"
"Antonio Gibson","9","24","64","2","2","14","0","0"
"Antonio Gibson","8","8","34","0","3","20","0","0"
"Antonio Gibson","7","14","51","0","2","5","0","0"
"Antonio Gibson","6","10","44","0","2","0","0","0"
"Antonio Gibson","5","20","60","2","2","12","0","0"
"Antonio Gibson","4","14","63","1","2","12","0","0"
"Antonio Gibson","3","12","31","0","1","73","1","0"
"Antonio Gibson","2","13","69","0","2","4","0","0"
"Antonio Gibson","1","20","90","0","3","18","0","0"
"David Montgomery","13","20","72","0","2","7","0","0"
"David Montgomery","12","22","64","2","2","17","0","0"
"David Montgomery","11","21","45","1","7","61","0","0"
"David Montgomery","10","18","60","0","5","23","0","0"
"David Montgomery","9","10","42","0","6","39","0","0"
"David Montgomery","8","21","90","1","8","51","0","0"
"David Montgomery","7","17","46","0","3","28","0","0"
"David Montgomery","6","14","58","0","1","9","0","0"
"David Montgomery","5","13","63","0","2","17","0","0"
"David Montgomery","4","23","106","2","0","0","0","0"
"David Montgomery","3","10","34","0","2","21","0","0"
"David Montgomery","2","20","61","0","3","18","0","0"
"David Montgomery","1","16","108","1","1","10","0","0"
"Nyheim Hines","17","0","0","0","2","19","0","0"
"Nyheim Hines","16","2","4","0","4","14","0","0"
"Nyheim Hines","15","3","11","0","1","7","0","0"
"Nyheim Hines","14","0","0","0","1","8","1","0"
"Nyheim Hines","13","3","24","0","3","32","0","0"
"Nyheim Hines","12","1","3","0","3","26","0","0"
"Nyheim Hines","11","4","31","0","0","0","0","0"
"Nyheim Hines","10","2","12","0","2","17","0","0"
"Nyheim Hines","9","6","74","1","4","34","0","0"
"Nyheim Hines","8","1","2","0","4","22","0","0"
"Nyheim Hines","7","8","14","0","1","2","0","0"
"Nyheim Hines","6","4","13","0","1","9","0","0"
"Nyheim Hines","5","4","18","0","0","0","0","0"
"Nyheim Hines","4","2","6","0","2","5","0","0"
"Nyheim Hines","3","6","25","1","5","54","0","0"
"Nyheim Hines","2","1","5","0","1","17","0","0"
"Nyheim Hines","1","9","34","0","6","48","0","0"
"Elijah Mitchell","17","21","85","0","0","0","0","0"
"Elijah Mitchell","16","21","119","0","2","11","1","0"
"Elijah Mitchell","15","0","0","0","0","0","0","0"
"Elijah Mitchell","14","0","0","0","0","0","0","0"
"Elijah Mitchell","13","0","0","0","0","0","0","0"
"Elijah Mitchell","12","22","66","1","3","18","0","0"
"Elijah Mitchell","11","27","133","1","5","35","0","0"
"Elijah Mitchell","10","0","0","0","0","0","0","0"
"Elijah Mitchell","9","27","91","0","0","0","0","0"
"Elijah Mitchell","8","8","36","0","5","43","0","0"
"Elijah Mitchell","7","18","137","1","0","0","0","0"
"Elijah Mitchell","6","18","107","1","0","0","0","0"
"Elijah Mitchell","5","9","43","0","2","19","0","0"
"Elijah Mitchell","4","0","0","0","0","0","0","0"
"Elijah Mitchell","3","0","0","0","0","0","0","0"
"Elijah Mitchell","2","17","42","0","2","11","0","0"
"Elijah Mitchell","1","19","104","1","0","0","0","0"
"Rashaad Penny","13","23","190","1","0","0","0","0"
"Rashaad Penny","12","25","170","2","2","15","0","0"
"Rashaad Penny","11","17","135","1","0","0","0","0"
"Rashaad Penny","10","11","39","0","2","5","0","0"
"Rashaad Penny","9","16","137","2","1","1","0","0"
"Rashaad Penny","8","10","35","0","1","27","0","0"
"Rashaad Penny","7","0","0","0","0","0","0","0"
"Rashaad Penny","6","2","19","0","0","0","0","0"
"Rashaad Penny","5","7","7","0","0","0","0","0"
"Rashaad Penny","4","6","9","0","0","0","0","0"
"Rashaad Penny","3","0","0","0","0","0","0","0"
"Rashaad Penny","2","0","0","0","0","0","0","0"
"Rashaad Penny","1","2","8","0","0","0","0","0"
"Michael Carter","14","9","19","0","0","0","0","0"
"Michael Carter","13","3","54","0","1","9","0","0"
"Michael Carter","12","16","118","0","2","6","0","0"
"Michael Carter","11","8","18","0","1","2","0","0"
"Michael Carter","10","9","63","0","1","2","0","0"
"Michael Carter","9","16","39","1","4","43","0","0"
"Michael Carter","8","13","49","0","1","37","0","0"
"Michael Carter","7","15","77","1","9","95","0","0"
"Michael Carter","6","11","37","0","8","67","0","0"
"Michael Carter","5","10","38","1","3","20","0","0"
"Michael Carter","4","13","38","1","1","4","0","0"
"Michael Carter","3","9","24","0","2","5","0","0"
"Michael Carter","2","11","59","0","2","29","0","0"
"Michael Carter","1","4","6","0","1","14","0","0"
"Dandre Swift","17","7","30","1","4","16","0","0"
"Dandre Swift","16","4","32","0","2","7","0","0"
"Dandre Swift","15","0","0","0","0","0","0","0"
"Dandre Swift","14","0","0","0","0","0","0","0"
"Dandre Swift","13","0","0","0","0","0","0","0"
"Dandre Swift","12","0","0","0","0","0","0","0"
"Dandre Swift","11","3","0","0","3","9","0","0"
"Dandre Swift","10","14","136","1","3","0","0","0"
"Dandre Swift","9","33","130","0","3","5","0","0"
"Dandre Swift","8","12","27","0","5","24","0","0"
"Dandre Swift","7","13","48","0","8","96","1","0"
"Dandre Swift","6","13","24","1","5","43","0","0"
"Dandre Swift","5","11","51","1","6","53","0","0"
"Dandre Swift","4","8","16","0","4","33","0","0"
"Dandre Swift","3","14","47","1","7","60","0","0"
"Dandre Swift","2","8","37","0","4","41","0","0"
"Dandre Swift","1","11","39","0","8","65","1","0"
"Kareem Hunt","10","0","0","0","0","0","0","0"
"Kareem Hunt","9","0","0","0","0","0","0","0"
"Kareem Hunt","8","2","5","0","2","13","0","0"
"Kareem Hunt","7","7","20","0","0","0","0","0"
"Kareem Hunt","6","14","66","0","3","12","0","0"
"Kareem Hunt","5","12","61","2","5","28","0","0"
"Kareem Hunt","4","14","69","1","2","17","0","0"
"Kareem Hunt","3","10","81","1","6","74","0","0"
"Kareem Hunt","2","13","51","0","1","2","0","0"
"Kareem Hunt","1","6","33","1","3","28","0","0"
"Josh Jacobs","17","26","132","1","2","12","0","0"
"Josh Jacobs","16","16","63","1","4","17","0","0"
"Josh Jacobs","15","27","129","0","1","5","0","0"
"Josh Jacobs","14","15","52","0","3","42","0","0"
"Josh Jacobs","13","9","24","0","5","46","0","0"
"Josh Jacobs","12","13","52","1","9","38","0","0"
"Josh Jacobs","11","22","87","1","2","25","0","0"
"Josh Jacobs","10","9","37","0","5","24","0","0"
"Josh Jacobs","9","7","16","0","5","20","0","0"
"Josh Jacobs","8","13","76","0","4","19","0","0"
"Josh Jacobs","7","6","29","1","3","39","0","0"
"Josh Jacobs","6","16","53","1","1","29","0","0"
"Josh Jacobs","5","15","48","1","4","19","0","0"
"Josh Jacobs","4","13","40","0","5","17","0","0"
"Josh Jacobs","3","0","0","0","0","0","0","0"
"Josh Jacobs","2","0","0","0","0","0","0","0"
"Josh Jacobs","1","10","34","2","1","6","0","0"
"Jeff Wilson","9","0","0","0","0","0","0","0"
"Jeff Wilson","8","0","0","0","0","0","0","0"
"Jeff Wilson","7","14","45","1","3","12","0","0"
"Jeff Wilson","6","21","110","1","2","9","0","0"
"Jeff Wilson","5","13","56","0","0","0","0","0"
"Jeff Wilson","4","0","0","0","0","0","0","0"
"Jeff Wilson","3","2","5","0","1","2","0","0"
"Jeff Wilson","2","19","50","0","1","8","0","0"
"Jeff Wilson","1","10","28","0","0","0","0","0"
"Jerick Mckinnon","13","5","24","0","3","26","1","0"
"Jerick Mckinnon","12","0","0","0","0","0","0","0"
"Jerick Mckinnon","11","0","0","0","0","0","0","0"
"Jerick Mckinnon","10","3","26","0","1","6","0","0"
"Jerick Mckinnon","9","0","0","0","3","26","0","0"
"Jerick Mckinnon","8","0","0","0","0","0","0","0"
"Jerick Mckinnon","7","0","0","0","2","17","0","0"
"Jerick Mckinnon","6","3","10","0","1","5","0","0"
"Jerick Mckinnon","5","1","2","0","2","13","0","0"
"Jerick Mckinnon","4","0","0","0","0","0","0","0"
"Jerick Mckinnon","3","0","0","0","0","0","0","0"
"Jerick Mckinnon","2","0","0","0","1","14","0","0"
"Jerick Mckinnon","1","0","0","0","0","0","0","0"
"Nick Chubb","16","9","58","0","1","2","0","0"
"Nick Chubb","15","12","58","0","0","0","0","0"
"Nick Chubb","14","17","126","1","3","58","0","0"
"Nick Chubb","13","23","91","1","1","2","0","0"
"Nick Chubb","12","17","59","0","3","6","0","0"
"Nick Chubb","11","8","16","0","2","23","0","0"
"Nick Chubb","10","22","130","0","2","14","1","0"
"Nick Chubb","9","14","137","2","2","26","0","0"
"Nick Chubb","8","16","61","0","1","8","0","0"
"Nick Chubb","7","0","0","0","0","0","0","0"
"Nick Chubb","6","0","0","0","0","0","0","0"
"Nick Chubb","5","21","161","1","1","9","0","0"
"Nick Chubb","4","21","100","0","1","5","0","0"
"Nick Chubb","3","22","84","0","0","0","0","0"
"Nick Chubb","2","11","95","1","1","3","0","0"
"Nick Chubb","1","15","83","2","2","18","0","0"
"Rex Burkhead","17","12","24","0","3","42","0","0"
"Rex Burkhead","16","16","47","0","6","32","0","0"
"Rex Burkhead","15","22","149","2","2","0","0","0"
"Rex Burkhead","14","16","41","0","1","6","0","0"
"Rex Burkhead","13","11","40","0","4","26","0","0"
"Rex Burkhead","12","8","30","0","1","15","0","0"
"Rex Burkhead","11","12","27","0","3","27","0","0"
"Rex Burkhead","10","18","40","0","0","0","0","0"
"Rex Burkhead","9","2","9","0","0","0","0","0"
"Rex Burkhead","8","4","21","1","3","27","0","0"
"Rex Burkhead","7","0","0","0","0","0","0","0"
"Rex Burkhead","6","0","0","0","0","0","0","0"
"Rex Burkhead","5","0","0","0","0","0","0","0"
"Rex Burkhead","4","1","1","0","0","0","0","0"
"Rex Burkhead","3","0","0","0","1","5","0","0"
"Rex Burkhead","2","0","0","0","0","0","0","0"
"Rex Burkhead","1","0","0","0","1","6","0","0"
"Derrick Henry","8","28","68","0","0","0","0","0"
"Derrick Henry","7","29","86","0","2","16","0","0"
"Derrick Henry","6","20","143","3","2","13","0","0"
"Derrick Henry","5","29","130","3","0","0","0","0"
"Derrick Henry","4","33","157","1","2","20","0","0"
"Derrick Henry","3","28","113","0","3","31","0","0"
"Derrick Henry","2","35","182","3","6","55","0","0"
"Derrick Henry","1","17","58","0","3","19","0","0"
"Eno Benjamin","16","7","31","0","4","25","0","0"
"Eno Benjamin","15","2","3","0","0","0","0","0"
"Eno Benjamin","14","0","0","0","0","0","0","0"
"Eno Benjamin","13","0","0","0","0","0","0","0"
"Eno Benjamin","12","2","1","0","1","12","0","0"
"Eno Benjamin","11","6","15","0","1","5","0","0"
"Eno Benjamin","10","6","22","0","0","0","0","0"
"Eno Benjamin","9","9","39","1","0","0","0","0"
"Eno Benjamin","8","0","0","0","0","0","0","0"
"Eno Benjamin","7","2","7","0","0","0","0","0"
"Eno Benjamin","6","0","0","0","0","0","0","0"
"Eno Benjamin","5","0","0","0","0","0","0","0"
"Eno Benjamin","4","0","0","0","0","0","0","0"
